Ulasan,Sentimen
Tolong di tambahkan cenel gtv saja sih menurut ku cenel yang lain udah oke,Negatif
"Pemotongan langganan dilakukan secara otomatis menggunakan google play, tanpa ada konfirmasi ke pemilik akun",Negatif
Berlangganan Vidio krna ada siaran olahraga liga Italia Serie A. Skrg kok Vidio sudah tdk menyiarkan lagi? Tolong hak siar nya diteruskan agar bisa terus menikmati tayangan Serie A. Terimakasih,Negatif
Tidak disarankan,Negatif
"Ini aplikasi OK, cm kenapa siaran serie A italia 24/25 tidak ada yah, padahal tertera di daftar paket platinum, ini gangguan secara kenyeluruh atau di apps sy ajah",Negatif
reset terus bbi,Negatif
Untuk berlangganan saja sangat rempong lewat aplikasinya,Negatif
Nggak ada RCTI nya males,Negatif
Paket update sendiri suAsu saldo shopepay ku 100rb habis gara-gara ini aplikasi.. Aplikasi setan ini Paket Uda mahal pembayaran gak ada pemberitahuan konfirmasi dulu main langsung main potong shopepay aja,Negatif
Sudah membeli paket mahasiswa/kampus GK bisa di pake payah. Mana saldo udh di potong,Negatif
Aku selalu berharap bisa nonton film ggs tahun 2014 cuma aku belum lahir tahun itu jadi saat aku download aku langsung seneng banget,Positif
Bagus tpi tolong perbaiki ya capek gua Banyak iklan nya kadang kadang loading 😤😤capek tau nungguin nya,Negatif
Apk sering gangguan dan harga paket yg lumayan mahal,Negatif
Paket nexvidio saya Diamond kok ga bs ntn bola liga2 eropa...di aplikasi nex nya paket saya aktif tapi ga bs ntn bola...saya sdh berkali dan berhari2 komplain ke whasapp nexvidio tapi tak ada balasan.tolong di tanggapi.,Negatif
Tidak memuaskan saya langganan VIP di video tapi sering lag tiba2 pdhl wifi lancar dan sering frame juga tolong diperbaiki,Negatif
Barca>>>>>vardrid😹😹🤭🤭,Negatif
"Saya sudah berlangganan paket reguler ,tapi tidak bisa menonton Film dan BRI liga 1",Negatif
Iklannya kebangetan mentang mentang gratis,Negatif
Ga bisa berlangganan rek,Negatif
Pas nonton sering balik lagi ke menu gtau knp,Negatif
Bagus sekalihhhhh biiii,Positif
"Bayar udah, Wifi bagus, lagi enak enak nonton tiba tiba gagal memuat halaman,, perbaiki donk kita bayar bukan gratis",Negatif
Whatsapp ini mudah dan cepat.,Positif
"Liga Serie A Italia, mana?? Malah jadi ada Saudi league 🥲👎👎",Negatif
Mantap,Positif
"Dapat voucher gratis dari Smartfren, setelah di aktifkan itu voucher gratisnya tetap harus berlangganan dulu klo mau menonton film,",Negatif
"Udah aktivasi diamond, ehh di akun saya tidak ada peket berlangganan, parah dah ni aplikasi ngaco , mana mau komplain susah bener . Saya berlangganan karena ada paket premier league, tau gitu ogah make Vidio lah , nyusahin aja orang mau nonton bola mana udah beli lagi parahhh",Negatif
Mulai g seru vidio dah kayak dulu liga Itali g ada kepengen liat club como eh g ada sekarang kecewa..,Negatif
Serie A 2024/2025 disiarin vidio ga min? Inpo inpo,Negatif
Pembayaran sudah bersahasil namun di apk langganan tidak aktif gimana ceritany,Negatif
"saya sudah sabar sekian lama, namun layar menjadi hitam di HP, tidak diberikan solusi yang nyata. Sudah reinstall dll tapi tidak ada perubahan. sudah ganti gadget tetap sama saja visualnya. layar gelap hitam hanya suara.",Negatif
ingin masuk ke akun tapi sms verifikasi kode tidak muncul²,Negatif
Apakah tidak bisa mendaftarkan menggunakan nomor?,Negatif
TDK bagus,Negatif
"Aplikasinya bagus, sejauh ini belum ada kekurangan. Mantaaap....",Positif
"saya tidak bisa masuk menggunakan nomor HP, mohon bantuannya",Negatif
Verifikasi otp aja gk nyampe² kode otp bego,Negatif
Kenapa tidak bisa beli paket platinum yg sebulan,Negatif
knp akun sy stelah sy berlangganan tdk bisa masuk selalu menunggu OTP tpi tdk ada yg masuk baik lewan WA maupun SMS,Negatif
"Sering macet putar videonya padahal sinyal bagus, sekarang malah ter logout sendiri, minta kode OTP tidak ada yang masuk, bebayar tapi masih muncul iklan. bintang 1",Negatif
"Percuma beli, mau login aja dipersulit. Aplikasi gil4",Negatif
AUTO UNINSTALL.,Negatif
Teu guna🤣,Negatif
Burukkk.. mempersulit pembayaran langganan saat merubah pilihan tayangan,Negatif
good,Positif
"Membeli paket tak kunjung ada notifikasi, pulsa sudah terpotong. Sangat buruk dan mengecewakan....",Negatif
"Tolol anjng, udah langganan 140k gabisa malah gabisa dibuka, balikin duit gw ngntodd",Negatif
"bayar langganan cuman buat live streaming yang buffering nya minta ampun(*KONEKSI INTERNET SUDAH STABIL NONTON DI YOUTUBE SAJA BISA 1080p) nih apk video nya saja yang buruk, masih saja lemot",Negatif
"Tolong lah iklannya diilangin, udah bayar udh langganan tp masi iklan. Masa sama kek yg ga langganan. Tolong ya yg udh langganan ga pake iklan2",Negatif
Sudah ada paket tapi tetap gak bisa nonton live😭😭,Negatif
Banyak yg premium 😢😢,Negatif
"Aplikasi burik,nyesel gue berlangganan",Negatif
Aplikasi tolol,Negatif
Kenapa harus bayar?,Negatif
Aplikasi gak jelas banget tiba tiba susah dibuka aneh ini parah banget,Negatif
"Yup, di PC koneksi nya jelek, putus2, padahal platinum. lk21 aja lancar kok",Negatif
Bagus,Positif
"Uda bayar paketan, malah g bisa, trus di suruh bayar lagi, Uda berkali2 seperti ini, jadi g nyaman",Negatif
"udah bayar kaga bisa dipake, payah",Negatif
"Sudah berlangganan namun saat nonton live streaming patah2, kualitas sudah low, dan hp sudah support drm, tapi masih patah2",Negatif
Gk bsa screenshoot atau rekam layar lgi skrang mah hrus byar terus mau smpan vdio sdkit jga mana iklanya buuussseet bnyak bngeeeetttttt...,Negatif
Harga paket naik .. terus saya mau beli paket liga inggris harga 154 termasuk PPn pada saat daftar pulsanya 165 parah,Negatif
Kecewa donwlod masa harus beli paket dulu mending gue hapus aja,Negatif
"Delay Mulu bangke ,ngk di tv gk di hp parah kacaoo ,mana udah bayar lagi ,masa keluar"" sendiri , jaringan padahal oke",Negatif
"Sudah beli paket tapi tidak bisa dipakai buat nonton bri liga 1, padahal saya beli paket yang ada bri liga 1, anyimg emang",Negatif
Paket mahal,Negatif
jelek ga guna ga bisa login,Negatif
"NAJIS UDAH PREMIUM TAPI GABISA MASUK, verifikasinya mana monyet",Negatif
Kacau... Bisa login hanya 1 hp padahal saya punya 2 hp. Masa beli 2 akun.,Negatif
"Aplikasi bangsatttt kontolll otp gamasuk masuk sekalinya masuk otp salah, udah buang buang duit beli paket malah gabisa login aplikasi terkontolllll",Negatif
"aplikasi butut banget, udah cape² langganan tapi nampilin kualitas siarannya ganiat burik+ngelag, nggak hd wkwkwk mana harganya mahal tapi kualitas nol. sangat tidak disarankan",Negatif
Mksih bnyak ❤❤,Positif
Terima kasih sudah berbisnis dengan Persib,Positif
saya berlangganan tgl 10 Agustus 2024 tetapi baru tgl 25 Agustus paketan sudah habis. bagaimana bisa hal merugikan seperti ini terjadi. sudah menghubungi cs tp tidak ada kejelasan. semua bukti pembelian saya ada lengkap,Negatif
Sering error tiap buka aplikasinya Padahal pake wifi,Negatif
Ok..gass,Positif
Anh ga bisa di isi premium padahal pulsa nya 47 ribu,Negatif
Bagus sangat membantu,Positif
"Aplikasi sering bug, sudah langganan, hanya baru beberapa kali pakai, lebih banyak errornya",Negatif
"Susah login dan gagal masuk, padahal internet kenceng",Negatif
Bagus,Positif
Nonton olahraga indo aja berbayar,Negatif
Keren,Positif
Aneh kalau pake wifi gak ada internet,Negatif
PERSIB BANDUNG #PERSIBDAY,Positif
Vidio ini sangat berguna dan seru,Positif
"lelet,",Negatif
ajg,Negatif
Kenapa saya tidak bisa berlangganan premium? Selalu muncul keterangan bertuliskan kesalahan sistem...,Negatif
Persib vs arema tidak live Indosiar.,Negatif
rudet kudu meli paket nyaho ker hese duit,Negatif
apk makin kesini makin kesana. mau langganan gak bisa.,Negatif
"Paket malah jd mahal, gua butuh epl nya doang..plis lah Adain paket khusus epl aja kaya dulu.",Negatif
Ih gmn sih vidio masa mau nonton latar nya jadi merah,Negatif
gk bisa nonton ke proyector,Negatif
"VIDIO Mana paket khusus liga inggris yg hanya 25.000 seperti tahun lalu, tolong kembalikan saya cuman mau nonton liga Inggris 😤😤😤😡😡😡",Negatif
Tolong dong perbaiki bug nya bug nya ngeselin pas vidio di cepetin dubbing dan filem nya GK singron bibir dan pas ngomong itu GK pas tolong dong pihak vidio jadi kesel gua enak enak nonton KUA cepetin di tengah tengah cerita eh mala GK singron dubbing nya pas di tengah tengah cerita kesel gua tolong ya perbaiki,Negatif
Apk jelek,Negatif
"Tolong untuk smarttv ,gausah terlalu banyak kompenen ,mini games dll karna smartv pada umumnya yang di punyai orang indonesia ramnya kecil- kecil, utk masuk aplikasi aja stuck terus di logo vidio padahal wifi kencang aplikasi lain lancar smua , pas di vidio gitu mulu, udah langganan 150an rb perbulan , tes di polytron smartv kaga bisa bisa tapi di LG bisa sih , tapi saran aja untuk masyrakat indo, ga banyak yang make tv yang mahal seperti samsung ,LG dll",Negatif
"Udah beli paket diamond via im3 + video, udah diklaim aktifin, tapi pas masuk ke aplikasi video malah kaga bisa, lumayan lagi harga nya ;(, gimana ini",Negatif
"50k kagak cukup buat berlangganan goblog, Liga 1 big match padahal malah mentingin timnas u17, timnas kelompok umur ga wajib di tayangin lah banke",Negatif
Ksih bintang 1 karna ga nayangin liga italy serie A.. dan bulan ini terakhir berlangganan..,Negatif
Tolong klo emg ga niat siarin liga 1 hanya karna bentrok sama timnas mending kasih aja ke televisi lain semacam rcti/antv gt bilangin ke indosiar. Kasihan msih byk penonton sepakbola di endonesia tu org tua yg mna ga sedikit psti kurang ngerti dgn cara nonton streaming ap lg hrs bayar psti berpikir sekian kali,Negatif
Sgt tdk direkomendasikan,Negatif
"EMTEK & SCM sebagai Official Broadcaster Liga 1 dan Timnas Indonesia yg harus bertanggungjawab. Harusnya EMTEK group menyiarkan Persib melalui SCTV kalo tdk bisa di Indosiar. PSSI juga sebagai penyelenggara dan mitra EMTEK&SCM seharusnya ikut bertanggungjawab. Penayangan Delay, bukan solusi tapi tindakan menyepelekan laga Liga 1. Apalagi tim yg akan tanding memiliki suporter banyak.",Negatif
Full episode bang,Positif
GK lengkap gtv dan MNCTV GK ada kecewa,Negatif
Bagus banget,Positif
Permudah bayar aplikasi vidio pakai telkomsel,Positif
"Maaf saya kasih bintang 1 karna banyak sekali iklan dan menguras kuota, pas iklan nyaa selesai malah keluar sendiri dari aplikasi nya dan sring banget di aplikasi nyaa tertulis aplikasi tidak menanggapi 🙏padahal di aplikasi lain lancar"" Saja. Terimakasih",Negatif
Kok seria ga ada lagi min?,Negatif
MNCTV gaada payah,Negatif
Ga bisa di beli paket nya selalu tulisan nya ada masalah gajelass,Negatif
"Udah aktifin paket. Eh pembayaran gagal, mana uang ga balik lagi",Negatif
Semoga semakin menjadi yg terbaik untuk aplikasi vidio nya. Aamiin,Positif
"Saya beli paket provider im3 yg memiliki program langsung berlangganan vidio platinum, pembelian berhasil dengan nomor yg sama terdaftarkan pada aplikasi vidio, namun saat saya aktivasi program tersebut kenapa di vidio nya tidak bisa ya (tetap harus beli paket lagi)??? Mohon penjelasannya. Terima kasih",Negatif
"Paket liga inggris only udah ga ada, parahhhh, tolong segera di hadirkan lagi !!",Negatif
"udah bayar langganan, tapi paket ga aktif!",Negatif
"Pihak emt3k jgn duit trus dgn menampilkan iklan sebanyak2nya, justru pd bosan karena anda ingin keuntungan alias duit. Rebutan hak siar demi duit adalah hal yg merugikan semua pihak tertentu (termasuk rct1+). Dan kita dipaksa untuk membayar langganan agar emt3k ingin keuntungan dan merebut hak siar lagi.",Negatif
Paketan udah di beli kenapa apliaksi kaya gak make paketan ya?,Negatif
Mau langganan Aja susah. 🤬🤬,Negatif
Bagus,Positif
"Tiap tahun langganan Vidio terus cuman buat nonton Serie-A aja, ternyata Serie-A malah kagak ada hadeeeh. Mana sudah terlanjur langganan juga 🤦🏽‍♂️😆😆, maaf saya bintang 2 🙏🏽",Negatif
Min... Apa Serie A udh gk ditayangin di vidio yah ?? Kuq gk pnh liat lgi rilis jadwalnya sih ? Yg ada malah liga belanda.,Negatif
minimal perbaiki kualitas aplikasi.. capek2 bayar.. Video sering banget ngelag Ampun deh bikin emosi aja kalo nonton live streaming,Negatif
Sering error,Negatif
hebatt,Positif
Koq sdh isi paket tidak bisa nonton liga serie A yah,Negatif
Dipotong terus aplikasi gak hisa dipake,Negatif
Sediakan kembali paket khusus liga inggris..biar lebih murah,Negatif
"Iklan muncul di tengah pertandingan, sehingga mengurangi kenikmatan nonton",Negatif
Kenapa dipersulit untuk memperpanjang langganan parahhh udh bayar jugaa dipersulit,Negatif
"Udah bayar subscribtion masa iklan ditengah pertandingan , nonton replay banyak iklan yang bener lah vidio jgn iklan ditengah pertandingan!!!!!",Negatif
kenap puls saya cukup.. say beli paket yg 79.000 kenapa slalu pulsa tidak cukupp,Negatif
udah beli paket masih dikasih iklan,Negatif
"SUDAH LANGGANAN PALING MAHAL TAPI MASIH ADA IKLAN, GA SEPERTI APLIKASI LAINYA, GANGGU BANGET.",Negatif
udah bayar iklan tambah banyakkk,Negatif
apa2an ini.. lagi bertanding tiba-tiba iklan.. percuma bayar klo di tengah pertandingan ada iklan.. moment sedetik itu sangat berharga klo nonton bola.. ini malah ada iklan..klo masih ada iklan di tengah pertandingan... mohon maaf.. next month gak berlangganan lagi...,Negatif
"Paket semakin mahal,masak liga inggris lg maen di tengah""pertandingan ada iklan nya👎",Negatif
Montong sok haweuk nyiarkeun bola teh..ges puguh ranting Persib Hade .. der di pindahkeun knu aplikasi kie patut goblok,Negatif
Iklan Mulu bosen,Negatif
"Kacau bgt nih vidio, udh langganan paket diamond, eh ditengah pertandingan ada iklan dong, udh gt iklannya lama pula. Kecewa bener, harga naik tp kualitas g ditingkatkan...",Negatif
Khairulrizal,Positif
"Udh langganan, masih ada iklan. Vidio kntl t4aii",Negatif
Sudah berlangganan tapi masih ada iklan. Vidio mengecewakan,Negatif
"Parah, udah bayar langganan msh ada iklan pas nonton epl, lama lagi 1 mnt ++, streaming gratis di facebook aja ga ada iklan lohhh. O iya facebook ownernya udah kaya yaaa... ya udah deh",Negatif
Udah bayar full tapi masih ada iklan di tengah pertandingan dan siaran langsung UCL hilang alias gak disiarkan. Apk scam,Negatif
Kenapa lihat bola 20mnt dijeda sama iklan??,Negatif
"Gila, langganan mahal sekali untuk EPL tapi masih ada iklan waktu pertandingan!!!! Bener² gila ga tau aturan!!! Bisa minta kembali duwit ya??? 😡🤬👹",Negatif
Aplikasi gak ada OTAK bayar mahal-mahal utk premier league saat live malah muncul IKLAN 1 layar FULL,Negatif
Kapitalisme ga segitunya juga dong!!! Masa udah langganan masih nampilin iklan juga! Yg bener AJA!,Negatif
"Sudah bayar langganan untuk nonton premier league malah dipotong iklan pas lagi asik2 nonton pertandingan, parah banget",Negatif
Kualitas makin jelek. Ditengah live tiba2 iklan gajelas,Negatif
Iklan teros udah langganan ga malu,Negatif
harga langganan platinum naik tapi kualitas vidio tidak ada peningkatanan malah sering kali ada iklan saat live streaming,Negatif
"Kenapa skrg ikalnnya tiba2 muncul pas lagi oertandingan live. Gak seperri dulu. Sangat mengaggangu, apalagi pas lagi seru2nya. Semoga dapat menjadi masukan.",Negatif
"Parahhh video ,, sudah berlangganan tetap aja ada iklan nya .. buat apa bayar klo ada iklan .. blokkk",Negatif
Vidio sumpah gajelas kok lgi live ini ada iklan segala samoah baneg tolol,Negatif
lagi nnton epl ditengah pertandingan malh ad iklan,Negatif
Ini gimana sih lgi asyik asyik nonton MU malah iklan mna lama bnget iklannya...pdhl sdah berlangganan Diamond video msih aja ad iklannya...gimana gk d.ksih rating rendah klo begini,Negatif
"Anjir banget dah Vidio. Udah paket platinum tapi nonton bola masih pakek iklan di tengah pertandingan... Udah delay lama, putus²...",Negatif
Kocak sekali sekrang vidio pas waktu live liga Inggris ada iklannya,Negatif
Udah harganya naik nya minta ampun trus pale iklan pula padahal udah premium,Negatif
Lagi nonton bola tiba-tiba iklan di menit 20 an,Negatif
Bisanya lagi ditengah pertandingan Ada Iklan,Negatif
"Berbayar tapi banyak iklannya, hadehh",Negatif
"masaaa ada iklan selagi pertandingan epl, brigton mu menit 20, kocak lama lg",Negatif
"LAWAK, UDAH MEMBER PLATINUM UNTUK SEMUA PERANGKAT, PAS NONTON EPL MALAH ADA IKLAN, TERUS GUNANYA BERBAYAR APA KOCAKKKKK???? BU BANGET YA?!",Negatif
di tengah pertandingan ada iklan,Negatif
jmbut bayar mahal² ntn liga inggris ditengah2 ada iklan Aplikasi ga bres!!!,Negatif
"Aplikasi gak jelas, banyak iklan, lagi main ada iklan",Negatif
"Udah bayar nntn pas ditengah laga ada iklan hadeh, nyesel",Negatif
Udah langganan. Ditengah2 nonton live premier league kok ada iklannya????,Negatif
Iklan mulu kaya aplikasi gratis,Negatif
Lah gmna tanggal 10 Agustus beli paket liga Inggris ga nyampe sebulah udah harus beli lagi kan belum nyampe 30 hari,Negatif
bayar mahal-mahal streaming delay,Negatif
Paket berlangganan tapi tiap mulai BRI liga 1 muncul keterangan internet anda lemah..padahal di pakai streaming youtube aja aman..tidak seperti dulu lancar2 saja..untuk sekarang2 sering gangguan seperti itu..,Negatif
