Rating,Ulasan,Sentimen,Tanggal
1,Kenapa tidak bisa menonaktifkan paket nya yg terhubung di xl home. Mana paket berlangganan terus tidak bisa di STOP LANGGANAN.,Negatif,9/20/2024 8:07
5,Channel RTV ga bisa di buka saat di luar negeri,Negatif,9/20/2024 7:00
1,Sudah voucer di Shopee tapi tdk bisa digunakan..,Negatif,9/20/2024 6:31
1,"Ini apk kenapa tiba"" Ngelag, ngestuck, buffering, aneh tidak bisa nonton series padahal udah langganan rugi donggg, mohon pihak developer tolong segera di perbaiki!!!!",Negatif,9/20/2024 4:11
1,Servis sangat jelek dan saya sudah bayar setahun paket tidak bisa dipakai. Customer servis responnya lambat,Negatif,9/20/2024 3:47
5,"Wow, baru nyobain dah kesemsem. Tak pernah lihat apk yg lengkap dimana semua ada mukyai dari anime, saluran tv, movie hingga sports dan masih banyak lagi tetapi tidak nge lag samsek. Keren, visual interfacenya bagus dan simple. Pokoknya gen mil dan gen z banget lah. Top Markotop, Surya Citra teruskan untuk semakin berinovasi di techno dan digitalisasi.",Positif,9/20/2024 3:38
1,APLIKASI MENJEBAK! saya langganan untuk nonton paket olimpiade kemaren. Setelah selesai tiba-tiba bulan berikutnya nyedot dana tanpa ada konfirmasi apa pun!! Tolong kembalikan dana saya!!!,Negatif,9/20/2024 2:54
1,Episode ggs nya gk berurutan gk kayak di tv berurutan jadi gk seru nonton setiap episodenya tolong di perbaiki lagi dong episodenya satu lagi sinetron pangeran suara sama pergerakan gambar video nya gk berbareng tolong perbaiki lagi dong biar seru nontonnya klo udh di perbaiki saya kasih bintang 5,Negatif,9/20/2024 2:54
5,Good,Positif,9/19/2024 23:06
1,Padahal gak langganan tapi. Entah kenapa otomatis langganan nya malah hilang deh 50rb di dana.,Negatif,9/19/2024 22:54
3,"Kebanyakan iklan, kalau keluar dari apk nya video nya langsung keulang, apa apa iklan, mana lama lagi iklan nya, setiap mau berangkat sekolah nyempetin nonton di vidio dulu, tapi iklan banyak bangett, serasa nonton iklan! Baru juga masuk ke vidio udah mau berangkat sekolah aja, kurangin dong iklan nya",Negatif,9/19/2024 22:45
5,baik,Positif,9/19/2024 21:58
5,U 8789⁹⁹⁹⁹⁹,Positif,9/19/2024 20:47
3,"Semakin mengecewakan vidio, saya mau nonton Liga Inggris tiba2 tidak bisa diakses dan ketika mau nonton UCL layarnya masih hitam, segera diperbaiki ya vidio pelayanannya",Negatif,9/19/2024 20:14
1,"kalo mau perpanjang langganan jangan langsung potong gitu dong,setidaknya tunggu konfirmasi pengguna dulu,apalagi yang udah jarang nonton,pasti rugi banget,lagi ada kebutuhan mendadak malah kepotong otomatis,saya sangat kecewa atas tindakan ini!!!",Negatif,9/19/2024 20:13
2,Gak ada cenel RCTI,Negatif,9/19/2024 18:55
1,Harga langganan mahal tapi film nya jadul semua,Negatif,9/19/2024 17:16
2,"Peket yang di beli sering eror ,,,kecewa gw",Negatif,9/19/2024 17:09
1,Bego bgt sih apk ini gue udh bayar dan udh kepotong saldo buat nonton grand final miss Universe Indonesia tp malah gak bisa tolong dong yg bnr,Negatif,9/19/2024 16:37
5,Bagus,Positif,9/19/2024 16:08
1,Ngebuffffffff . Ngeleg. Jaringan bagus tapi ngeblank nonton film. Gak rekomendasi,Negatif,9/19/2024 14:59
1,Katanya live persib ada ternyata zonk gak ada,Negatif,9/19/2024 13:59
1,Udah bayar tpi kalau sinyal kurang bagus tetap aja kayak Nonton Ytb Lag putus2,Negatif,9/19/2024 13:47
2,Tak coba dulu,Negatif,9/19/2024 13:30
1,Iklan Mulu setiap kali di percepat 10 detik nonton live highlight full match bwf itu kan termasuk menggangu bgt GK nyaman nonton video full nya iklan Mulu terus tolonglah di perbaiki jangan bnyk iklan lah masa setiap nonton tayangan ulang full match badminton bwf setiap 1 menit sekali iklan terus menerus kayak gitu aja terus ke ganggu deh GK nyaman nonton nya perbaiki lah admin vidio ☹️,Negatif,9/19/2024 13:18
1,Langsung uninstal harga dari 79rb langsung ke 139rb. Bagusin dulu kualitasnya baru Naik kan harganya.,Negatif,9/19/2024 12:46
1,"Kecewa banget mau nonton MUID 2024, di DANA udah ada transaksi ke Vidio, tapi di vidio keterangannya belum terbayar, gajelas 😡",Negatif,9/19/2024 12:41
1,Pas ada live bola gak di tampilin dasar kapitalis lu,Negatif,9/19/2024 12:06
1,"Udah bayar mahal2 buat nonton Persib di ACL , eh RCTi nya ga ada , kocak , rugi rugi rugi",Negatif,9/19/2024 11:39
5,Plis lah tolong perbaiki masalah pembelian coin sayah beli coin gak masuk masuk,Negatif,9/19/2024 11:00
3,"Ya seperti aplikasi berbayar lainnya lah,,sdh 2 thn terakhir langganan paket diamond premier league,,d thn ketiga harga naik hampir 2x lipat, layanan n fitur OK,,cuma paketnya dbuat g all in,,nanti ada even lagi pingin nonton harus beli paket lagi,,SANGAT DIKOMERSIALISASI dg dalih kepuasan konsumen,,trs kenapa highlight n siaran UCL cuma bbrp pertandingan aja,,tahun2 sebelumnya semua pertandingan,,jgn2 kompetisi yg lain tar kaya gitu,,UEL, UECL, dll,,g semua pertandingan kaya sebelumnya,",Negatif,9/19/2024 10:33
1,Perangkat di android tv sering kendala hanya keluar suara tidak ada gambar 👎,Negatif,9/19/2024 9:32
3,Kualitas mantap langganan juga lancar cuma banyak video yang tak dapat di unduh walaupun di berbagai paket apapun mohon ya video nya bisa di unduh semua Saran saya untuk pemutaran video download itu terputar otomatis untuk video selanjutnya kayak youtube jadi gak perlu lagi di ubah kan terubah otomatis,Negatif,9/19/2024 9:26
5,Bgus,Positif,9/19/2024 7:56
1,Cacat dan terlalu bnyk iklan ga kaya bstation,Negatif,9/19/2024 7:05
3,banyak iklan-nya.,Negatif,9/19/2024 5:42
5,Top,Positif,9/19/2024 4:55
3,"Mohon info kenapa aplikasi di hp dan tv android (indihome) menunya berbeda, liga Spanyol dan Champion tidak ada di Tv Android (indihome) di android Hp ada???",Negatif,9/19/2024 3:47
1,"Sudah berlangganan,beli paket express,video nya ngk bisa di buka, kecewa lh sama ini apk, memang uang nya ngk seberapa,tapi konsisten lh sedikit...",Negatif,9/19/2024 3:44
5,Pokoknya aplikasi terbagus Cuman kurang rcti mnc dan gtv Tolong dong tambahin aplikasi rcti mnc n gtv Apl sebelah itu jelek sekali buat nonton,Positif,9/19/2024 2:54
1,"Ini beneran serie A gak ada lagi?? Besok tambah bintang kalo dah ada serie A, Saya cuma nonton liga indonesa dan serie A,laenya cuma kalo gabut aja",Negatif,9/19/2024 2:28
5,bagus bgt,Positif,9/19/2024 1:48
1,"Payah, dah beli paket ga bisa di pake",Negatif,9/19/2024 1:12
5,Gak bisa beli paket platinumnya gimana cara kak,Negatif,9/18/2024 20:35
1,Jalekk.. Sok peduli lu Cs.. Apk ga jelass..,Negatif,9/18/2024 20:08
1,KEBANYAKAN IKLAN NONTON 1 MENIT TERUS IKLAN LAGIIII,Negatif,9/18/2024 20:02
1,Berbayar? Waw... Amazing,Negatif,9/18/2024 19:12
1,Aplikasi ampas Langganan mahal2 pas mau buka bola live gak bisa2,Negatif,9/18/2024 19:10
1,"Pulsa cukup tapi kenapa saat berlangganan tidak bisa, pembayaran ditolak karena pulsa tidak mencukupi.. mohon penjelasannya",Negatif,9/18/2024 16:39
1,Iklan terlalu banyak jadi terhalang kalo nonton film bisa ga iklannya jangan terlalh banyak!!!!!!!,Negatif,9/18/2024 16:03
1,BUFERRING MULU BUSETTT,Negatif,9/18/2024 15:38
1,"Kesel bener sama aplikasinya, lagi nonton tiba2 buffer padahal jaringan lancar",Negatif,9/18/2024 14:49
1,"Sudah kasih iklan masih disuruh berlangganan, padahal saya nonton bola",Negatif,9/18/2024 13:42
1,Aplikasi yg buruk kebanyakan iklan nya dan suka keluar sendiri padahal sinyal nya bagus,Negatif,9/18/2024 13:35
5,5jossss jelek hpus,Positif,9/18/2024 13:22
1,Kurang kumplit,Negatif,9/18/2024 13:08
1,Apk taeekkk ga bsa buka liga 1 muter2 teruss,Negatif,9/18/2024 12:46
1,Apk kuntul,Negatif,9/18/2024 12:38
1,Kenapa harus berbayar,Negatif,9/18/2024 12:37
3,Harga langganan naik teruss,Negatif,9/18/2024 12:22
1,Baru kmrn langganan paket premium belum 1 bln sudah hilang,Negatif,9/18/2024 11:04
1,"Katanya konenta 1x24 jam dipulihkan ini sdh 3 hari tdk ada tanggapan tdk bisa komentar....Admin gak mutu,Admin berjiwa anak cengeng🤭🤔",Negatif,9/18/2024 10:35
1,Aplikasi sangat jelek apalagi untuk orang yg tidak tau cara menggunakan nya saldo kepotong sndiri,Negatif,9/18/2024 9:50
1,Aplikasinya jelek tidak bisa dilihat yang bisa lihat hanya langganan saja,Negatif,9/18/2024 8:52
1,"aplikasi kntl, yang live di tv ajaa ga bayar yang ga live di tv aja bayar",Negatif,9/18/2024 8:42
1,Gw dah langganan tapi malah gak bisa di Laptop gak wort,Negatif,9/18/2024 8:19
1,"Mengecewakan, banyak kena stop gara dgan alasan DRM ..",Negatif,9/18/2024 6:20
5,Sangat baik,Positif,9/18/2024 6:13
4,"Kecewa sih, sudah pesan tahunan, kirain kaya tahun lalu liga italia disiarkan.",Negatif,9/18/2024 5:12
5,Min Champions tv masih nyiarin Liga Champions nggak,Negatif,9/18/2024 5:12
3,Udah beli buat nonton express tapi tetep ngga bisa nonton,Negatif,9/18/2024 2:33
5,Kenapa tdk. Dapat di donlod,Negatif,9/18/2024 1:36
1,Aplikasinya bagus tapi krna downoadnya harus ada paket jdi ku kasi bintangnya 1 aj,Negatif,9/18/2024 1:19
5,Bagus banget 🙏,Positif,9/17/2024 22:53
3,gada paket premium untuk pelajar kah? kok ada nya hanya untuk mahasiswa ya?,Negatif,9/17/2024 20:16
2,Sudak beli paket platinum eh ga bisa nonton liga champions,Negatif,9/17/2024 19:55
1,gua udah bayar kenapa masih ga aktif aja paketan nya tolol,Negatif,9/17/2024 19:50
1,Mau langganan gabisa karena benar² ngelag ketika mau berlangganan. Tolong perbaiki ini,Negatif,9/17/2024 19:28
1,semua tanyangan sepak bola beralih ke vidio kecuali liga 1 . paraaah buat apa ada siaran televisi . untung Siaran timnas di chanel lain,Negatif,9/17/2024 19:01
5,Bola nonton tv GRACIAS Bein 3 UEFA Champions league Bola nonton tv GRACIAS Bein 1 UEFA Champions league,Positif,9/17/2024 17:53
5,"Mantap, dan tetap eksis selalu",Positif,9/17/2024 16:35
2,Kenapa aplikasi nya tidak mendukung..dan keluar secara otomatis,Negatif,9/17/2024 14:55
1,Apakah apk. Ini bisa live streaming pertandingan sepakbola kualifikasi pildun Indonesia di babak ke 3,Negatif,9/17/2024 14:23
5,"udah bagus setelah terima kritikan, yang sebelumnya nyendat, sekarang sudah lancar . . .good job",Positif,9/17/2024 13:10
1,"App ne busuk, ga recommended sama sekali",Negatif,9/17/2024 12:20
5,"Harga paketnya mohon disesuaikan, karena Liga Serie A dan UCL sudah tidak tersedia lagi.",Negatif,9/17/2024 12:04
1,"Aplikasi busuk, isi filmnya jelek2",Negatif,9/17/2024 12:03
4,Kenapa RCTI Ndak ada . Tolong ditambah,Negatif,9/17/2024 12:03
5,"Klaim Gratis Vidio dr Eroc Mega belum bisa digunakan. Tolong diproses, min.",Negatif,9/17/2024 12:02
1,"Gak jelas, udah beli paket platinum untuk nonton filmnya pass beli gak bisa di tonton👹👺",Negatif,9/17/2024 10:56
1,Aku udh berlangganan barusan banget tapi pas buka aplikasi nyaa malah disuruh berlangganan lagi gimana si ini,Negatif,9/17/2024 10:40
5,Bagus,Positif,9/17/2024 9:55
3,"Aplikasi bapuk, udah membeli paketan tapi tidak bisa nonton live streaming, loading lama ke saluran",Negatif,9/17/2024 9:51
1,payah gak bisa di mirror ke tv,Negatif,9/17/2024 7:28
5,Tingkatkan terus...,Positif,9/17/2024 7:23
1,"Sudah terlanjur berlangganan setahun, niatnya biar garibet bisa nonton UCL, UEL, dan Serie A, malah sampek sekarang gaada kejelasan. Gomana nih pihal platform vidio apa gaada tindakan buat yang terlanjur berlangganan setahun tapi fitur dan layanan yang disediakan tiba"" dihapus ditengah jalan apa gaada tindakan, solusi atau kompensasi buat pelanggan"" yang dirugikan?",Negatif,9/17/2024 7:08
5,"Ok... sy revisi bintangnya y kk... sy kasih bintang 5... SARAN 1. TOLONG UTAMAKAN SERVICE YG BAIK DAN BERIKAN KUALITAS YG TERBAIK BUAT PELANGGAN... TERUTAMA 2. TOLONG TARIF DIEVALUASI ULANG SUPAYA LEBIH TERJANGKAU 3. UNTUK PENGGEMAR LIGA INGGRIS, JADWAL PERTANDINGAN MUNGKIN BERSAMAAN... SARAN SPY BISA NONTON PERTANDINGAN LAINNYA SECARA BERSAMAAN BAGI BELI PAKET LENGKAP. SEPERTI MUSIM PERTAMA LIGA INGGRIS DIPEGANG HAK SIAR DI VIDIO.... ITU AJA SARAN DAN KRITIK SAYA...",Negatif,9/17/2024 6:20
5,Paket tahunanya naik tapi liga Italia hilang ini ikut liga Champions juga hilang,Negatif,9/17/2024 6:17
5,Saya jarang menginstal apk vidio,Negatif,9/17/2024 0:00
5,"Penanganan sangat responsif dan solutif, terimakasih team vidio",Positif,9/16/2024 19:06
5,Ni apaan aplikasi iklan kebanyakan iklan hduhhh tolong di kondisikan lagi yaa 😫,Negatif,9/16/2024 17:32
1,Abikasi burikkkkkkk,Negatif,9/16/2024 17:28
1,Makin sini bukannya di tingkatkan malah makin jelek aplikasinya siaran TV nya malah yang gak penting di Adain siaran TV yg diminati banyak orang malah di ilangin jadi hapus aja deh aplikasinya jangan ada yg download hapus aja ini,Negatif,9/16/2024 16:35
1,"Percuma langganan yg bisa di pc, udah bayar, memang si film pilihannya banyak, tapi di play hanya lancar di awal saja. Nanti di tengah2 sering bgt buffering. Pdahal buat streaming web lainnya lancar jaya. Kecewa lah. .",Negatif,9/16/2024 14:47
1,Baru sehari langganan malah GK bisa buat nonton lagi,Negatif,9/16/2024 13:26
5,Yoman,Positif,9/16/2024 12:48
3,"Klo sy bandingkan dgn Aplikasi Streaming lainnya.. Vidio sering buffering, pas mau nonton Live atau pun streaming series. Tolong ditingkatkan lagi.. Apalagi batas expired Langganan tidak menentu, dipertengahan tanggal harus Langganan lagi.",Negatif,9/16/2024 12:26
1,"Baru aja aktivasi langganan vidio platinum dari my telkomsel tapi kenapa tetep nggak bisa nonton dengan lancar ya? ditengah-tengah nonton, tiba2 muncul notif ""gangguan jaringan"". Nyebelin.",Negatif,9/16/2024 12:09
1,Muter Mulu padahal jaringan lancar,Negatif,9/16/2024 9:45
2,Halo saya sudah berlangganan platinum all screen 30 hari saya lagi nonton Mentari tv kok ada Iklan 1 daripada 10 apa apaan ini padahal aku sudah berlangganan,Negatif,9/16/2024 9:34
3,Kenapa aplikasi ini sekarang tidak ada film india,Negatif,9/16/2024 8:55
5,Kerennya dunia,Positif,9/16/2024 7:45
1,Mau liat express udah bayar kok eror terus bikin ga nyaman,Negatif,9/16/2024 6:25
1,Terlalu banyak iklan,Negatif,9/16/2024 6:13
5,Mantap lah,Positif,9/16/2024 5:42
1,"Paket error, sdh diaktifkan tapi statusnya tidak aktif, ada indikasi penipuan sistem dari internal",Negatif,9/16/2024 5:20
3,Sudah langganan .tpi engga bisa buat nonton.rugi donk,Negatif,9/16/2024 2:16
5,Sangat memuaskan,Positif,9/15/2024 23:53
5,Keren dan bagus,Positif,9/15/2024 22:45
5,Busmillah,Positif,9/15/2024 21:40
2,Lah perasaan sebelum klik beli tadi ada seri A Italia laluu kenapa tiba2 gak ada!!!!! Ajaib ini aplikasi,Negatif,9/15/2024 18:51
1,"Saya suda bayar berlangganan, Pas saya liat vidio film gelas kaca di episode 9 ,ada notif suru bayar lagi untuk episode ini,cobain kalo ga percaya. Gila ga sih suru bayar lagi 👎",Negatif,9/15/2024 18:46
1,Ini apk emang selemot itu kah buat muter video?? Pake wifi sinyal juga penuh entah kenapa sering banget loading? Buka aps lain kyk YouTube/ Tiktok ga pending videonya ini kenapa lemot banget?? Ada solusi?,Negatif,9/15/2024 18:11
1,Seri A nya mana nih min?? Payah,Negatif,9/15/2024 17:08
5,"cuman kadang tiba"" layar beku",Negatif,9/15/2024 16:00
5,Bagus,Positif,9/15/2024 15:53
5,baik membantu,Positif,9/15/2024 15:46
3,"Smentara saya kasih 3 bintang dulu. Apk udah bagus, cuman stelah update versi terbaru jadi sering reconnect pas lagi nnton match bola live, pdahal jaringan internet lancar tanpa kendala. Mohon untuk segera diperbaiki🙏 Dan saran juga untuk hrga paket jngan dinaikkan dulu klo belum ada peningkatan pelayanan & fitur dalam aplikasinya, demi kenyamanan & loyalitas pelanggan untuk terus berlangganan di Vidio.",Negatif,9/15/2024 15:24
2,Ga jelas min pdahal koneksi bagus malah lag terus udah premium juga pas mau nonton mlah suruh beli paketan lagi,Negatif,9/15/2024 15:08
3,Yati nrbayanti,Positif,9/15/2024 14:53
1,"Aplikasi tidak jelas, smentara beelangganan kok ngga bisa nonton malah di suruh membayar dlu. Giliran sudah mau bayar ulang malah di tolak",Negatif,9/15/2024 14:45
5,min.. ngebug kah?,Negatif,9/15/2024 14:29
1,"Aplikasi kocak, kalomah gratis ia aja. Bola udah mulai, masih bemum ditayangin.",Negatif,9/15/2024 14:28
1,Nge lag mulu wooiii,Negatif,9/15/2024 14:08
1,"Aplikasinya makin kacau sering error ga jelas gitu,padahal jaringan internet lancar, bayar langganan nya makin mahal",Negatif,9/15/2024 14:00
1,kok gabisa liat tayangan ulang yg baru selesai tayang,Negatif,9/15/2024 13:57
1,"Gabisa nonton liga inggris, padahal sudah 2 x top up dalam sebulan buat berlangganan eh tetap aja gak bisa",Negatif,9/15/2024 13:54
1,Sangat mengecewakan saya beli paket langganan tapi gak aktif aktif padahal saldo saya sudah di potong,Negatif,9/15/2024 13:43
1,Sering nge lag nonton bola pakai device android tv box,Negatif,9/15/2024 13:42
1,Sering logout padahal berlangganan dengan nominal cukup mahal,Negatif,9/15/2024 13:28
1,Gak bisa daftar paket untuk nonton liga Inggris,Negatif,9/15/2024 13:15
3,Saya mau berlangganan gimana caranya ka? Lewat aplikasinya langsung gabisa,Negatif,9/15/2024 12:59
1,susah kalo vidio bener2 nyari untung masa paket liga inggris naik terus parah,Negatif,9/15/2024 12:55
1,Ini saya mau nonton bola buffering terus padahal sinyalnya bagus..,Negatif,9/15/2024 12:31
1,"Bad tidak bisa rubah metode pembayaran, padahal ada kode vocher , harus menunggu 30 menit sampe gagal baru bisa input lagi,harus nya ada menu pembatalan",Negatif,9/15/2024 12:28
1,Malah gangguan MONYET,Negatif,9/15/2024 12:18
3,SERI A KOK GA ADA MIN UDH MAHAL2 MALAH GA DI SIARIN,Negatif,9/15/2024 11:28
5,Seneng deh klo ketingalan ntn d TV bisa ntn d sini mantap,Positif,9/15/2024 10:38
1,Saya mau berhenti berlangganan sudah saya gk ada di app ny,Negatif,9/15/2024 10:22
1,Aplikasi busuk jangan ada yg menggunakan aplikasi ini,Negatif,9/15/2024 10:10
2,Apk ribet,Negatif,9/15/2024 9:55
1,"Udah langganan tpi stiap nnton live liga (loga inggris atau liga 1) pasti gk nyampe 10 menit pasti katanya gangguan, kadang bentar² tetiba ke logout sendiri",Negatif,9/15/2024 8:42
4,Setiap pengen nonton pasti kluar Mulu kita harus bli pkt nyh dlu kan ngeribetin,Negatif,9/15/2024 7:01
3,Tiba-tiba suka ngeleg padahal jaringan lancar,Negatif,9/15/2024 6:13
4,"Apk nya bagus cuman siaran nya nga terlalu lengkap masih ada yang kurang kayak gtv MNCTV Nickelodeon Nick junior, semua nya udah bagus cuman kurang itu aja🙏🏻",Negatif,9/15/2024 5:34
1,"Sudah bayar, status kok masih diproses...",Negatif,9/15/2024 4:27
5,👍,Negatif,9/15/2024 4:25
3,1 Yo,Positif,9/15/2024 3:51
3,Harus bayar,Negatif,9/15/2024 1:34
4,"Sudah berlangganan, iklan tetep sering muncul, mengganggu saja. Mau express sudah bayar, ttp aja ga ngaruh nyingkirin iklan.",Negatif,9/15/2024 1:23
3,Tiga dulu ya gaes... Nanti kalau bagus saya tambah bintang'nya gaess🙏🙏☺,Negatif,9/15/2024 1:20
3,"Layanan vidio untuk musim ini tidak sebaik dan selengkap musim lalu, liga top Eropa hanya ada premiere league dan laliga selebihnya liga kroco macam Eredivisie, musim lalu ada serie a dan ligue 1, musim ini tidak ada jadi saya berhenti berlangganan, kecewa.",Negatif,9/14/2024 21:03
1,Aplikasi lemot nyesel donlod,Negatif,9/14/2024 19:55
1,Apk nonton paling buruk banyak iklan ny,Negatif,9/14/2024 19:49
1,Udah ngabisin kuota di suruh bayar lg aplikasi serakah emang,Negatif,9/14/2024 19:40
5,Mantaf,Positif,9/14/2024 19:26
